2025-03-06 15:43:12,1,206861,3,206861,3,206861,3,0,1,0
2025-03-06 15:43:22,1,206864,3,206864,3,206864,3,0,1,0
2025-03-06 15:43:29,1,206867,3,206867,3,206867,3,0,1,0
2025-03-06 15:43:39,1,206870,3,206870,3,206870,3,0,1,0
2025-03-06 15:43:50,1,206873,3,206873,3,206873,3,0,1,0
2025-03-06 15:43:57,1,206876,3,206876,3,206876,3,0,1,0
2025-03-06 15:44:07,1,206879,3,206879,3,206879,3,0,1,0
2025-03-06 15:44:17,1,206882,3,206882,3,206882,3,0,1,0
2025-03-06 15:44:25,1,206885,3,206885,3,206885,3,0,1,0
2025-03-06 15:44:35,1,206888,3,206888,3,206888,3,0,1,0
2025-03-06 15:44:45,1,206891,3,206891,3,206891,3,0,1,0
